 3.092740e-002  2.215420e+001  6.721560e-001
 3.120100e-002  2.238240e+001  6.811800e-001
 3.147460e-002  2.257200e+001  6.772050e-001
 3.174820e-002  2.279920e+001  6.670550e-001
 3.202190e-002  2.153780e+001  6.725770e-001
 3.229550e-002  2.152680e+001  6.560860e-001
 3.256910e-002  2.241840e+001  6.680680e-001
 3.284270e-002  2.160130e+001  6.543180e-001
 3.311630e-002  2.206000e+001  6.500010e-001
 3.338990e-002  2.272360e+001  6.655360e-001
 3.366350e-002  2.210000e+001  6.418170e-001
 3.393710e-002  2.167020e+001  6.460710e-001
 3.421080e-002  2.201220e+001  6.339040e-001
 3.448440e-002  2.181930e+001  6.319020e-001
 3.475800e-002  2.193060e+001  6.425710e-001
 3.503160e-002  2.180080e+001  6.304230e-001
 3.530520e-002  2.123280e+001  6.232720e-001
 3.557880e-002  2.124910e+001  6.195620e-001
 3.585240e-002  2.108560e+001  6.203880e-001
 3.612600e-002  2.127050e+001  6.243640e-001
 3.639970e-002  2.182170e+001  6.144650e-001
 3.667330e-002  2.092370e+001  6.147480e-001
 3.694690e-002  2.089580e+001  6.069720e-001
 3.722050e-002  2.031190e+001  6.052230e-001
 3.749410e-002  2.064710e+001  6.012050e-001
 3.776770e-002  2.129440e+001  6.014150e-001
 3.804130e-002  2.013240e+001  6.049390e-001
 3.831500e-002  2.040580e+001  6.000630e-001
 3.858860e-002  2.058490e+001  5.915470e-001
 3.886220e-002  2.056100e+001  5.842600e-001
 3.913580e-002  2.046660e+001  5.935600e-001
 3.940940e-002  2.007680e+001  5.884510e-001
 3.968300e-002  1.949800e+001  5.892260e-001
 3.995660e-002  2.026380e+001  5.764980e-001
 4.023020e-002  2.059690e+001  5.755290e-001
 4.050390e-002  2.062860e+001  5.825300e-001
 4.077750e-002  2.024410e+001  5.791940e-001
 4.105110e-002  2.033750e+001  5.740260e-001
 4.132470e-002  2.040980e+001  5.728750e-001
 4.159830e-002  1.947060e+001  5.714980e-001
 4.187190e-002  1.968590e+001  5.759180e-001
 4.214550e-002  1.954610e+001  5.608700e-001
 4.241910e-002  1.940560e+001  5.635900e-001
 4.269280e-002  1.935910e+001  5.611470e-001
 4.296640e-002  1.979370e+001  5.582660e-001
 4.324000e-002  1.954490e+001  5.617690e-001
 4.351360e-002  1.956640e+001  5.511530e-001
 4.378720e-002  1.989150e+001  5.573570e-001
 4.406080e-002  1.970470e+001  5.520650e-001
 4.433440e-002  1.946280e+001  5.458980e-001
 4.460800e-002  1.961040e+001  5.477960e-001
 4.488170e-002  1.929600e+001  5.449060e-001
 4.515530e-002  1.966670e+001  5.530370e-001
 4.542890e-002  1.914830e+001  5.390470e-001
 4.570250e-002  1.891660e+001  5.340060e-001
 4.597610e-002  1.872590e+001  5.401270e-001
 4.624970e-002  1.885310e+001  5.328190e-001
 4.652330e-002  1.808260e+001  5.372990e-001
 4.679700e-002  1.782320e+001  5.309180e-001
 4.707060e-002  1.781970e+001  5.257150e-001
 4.734420e-002  1.833360e+001  5.300580e-001
 4.761780e-002  1.821070e+001  5.275640e-001
 4.789140e-002  1.836360e+001  5.247650e-001
 4.816500e-002  1.777880e+001  5.206320e-001
 4.843860e-002  1.835920e+001  5.251690e-001
 4.871220e-002  1.805310e+001  5.214430e-001
 4.898590e-002  1.786240e+001  5.203280e-001
 4.925950e-002  1.769710e+001  5.123900e-001
 4.953310e-002  1.743240e+001  5.133930e-001
 4.980670e-002  1.757960e+001  5.186350e-001
 5.008030e-002  1.732580e+001  5.145390e-001
 5.035390e-002  1.738130e+001  5.048620e-001
 5.062750e-002  1.718230e+001  5.088510e-001
 5.090110e-002  1.733700e+001  5.091160e-001
 5.117480e-002  1.752220e+001  5.109140e-001
 5.144840e-002  1.744460e+001  5.043010e-001
 5.172200e-002  1.679550e+001  5.075690e-001
 5.199560e-002  1.760910e+001  5.038420e-001
 5.226920e-002  1.739040e+001  5.017220e-001
 5.254280e-002  1.711270e+001  4.973580e-001
 5.281640e-002  1.677380e+001  4.957550e-001
 5.309000e-002  1.704520e+001  5.004710e-001
 5.336370e-002  1.703180e+001  5.014630e-001
 5.363730e-002  1.689140e+001  4.980340e-001
 5.391090e-002  1.708040e+001  4.911510e-001
 5.418450e-002  1.714540e+001  4.886270e-001
 5.445810e-002  1.675730e+001  4.906890e-001
 5.473170e-002  1.664720e+001  4.913560e-001
 5.500530e-002  1.668040e+001  4.862850e-001
 5.527900e-002  1.678260e+001  4.849950e-001
 5.555260e-002  1.582160e+001  4.855370e-001
 5.582620e-002  1.606300e+001  4.868870e-001
 5.609980e-002  1.636320e+001  4.812000e-001
 5.637340e-002  1.637360e+001  4.852390e-001
 5.664700e-002  1.634230e+001  4.822570e-001
 5.692060e-002  1.584290e+001  4.858310e-001
 5.719420e-002  1.629490e+001  4.750750e-001
 5.746790e-002  1.598500e+001  4.703340e-001
 5.774150e-002  1.558340e+001  4.817590e-001
 5.801510e-002  1.556700e+001  4.745040e-001
 5.828870e-002  1.551590e+001  4.794740e-001
 5.856230e-002  1.542980e+001  4.697700e-001
 5.883590e-002  1.541750e+001  4.610520e-001
 5.910950e-002  1.587080e+001  4.688790e-001
 5.938310e-002  1.544080e+001  4.613280e-001
 5.965680e-002  1.590130e+001  4.766480e-001
 5.993040e-002  1.586030e+001  4.679770e-001
 6.020400e-002  1.538900e+001  4.694930e-001
 6.047760e-002  1.573440e+001  4.701400e-001
 6.075120e-002  1.582120e+001  4.597900e-001
 6.102480e-002  1.556000e+001  4.689790e-001
 6.129840e-002  1.520990e+001  4.621040e-001
 6.157200e-002  1.515330e+001  4.677110e-001
 6.184570e-002  1.468930e+001  4.672790e-001
 6.211930e-002  1.499720e+001  4.689630e-001
 6.239290e-002  1.481100e+001  4.683280e-001
 6.266650e-002  1.516650e+001  4.627900e-001
